varenummer;navn;poeng;konklusjon;date;url_aperitif
2005801;Castelinho 1999;87;Drikk nå eller innen 4 år. ;1999-årgang.                        Smakt 27. juni 2002;https://www.aperitif.no/pollisten/produkt/castelinho-1999/79733
2047901;Casa De Sarmento 2002;87;Drikk nå. (2002) ;2002-årgang.                        Smakt 26. august 2004;https://www.aperitif.no/pollisten/produkt/casa-de-sarmento-2002/79724
7350501;Aune Lohmann Reserva Tinto 2015;87;En veldig god vin som tåler 6-7 år. Meget godt kjøp.;2015-årgang.                        Smakt  7. mars 2017;https://www.aperitif.no/pollisten/produkt/aune-lohmann-reserva-tinto-2015/2059622
5480801;Valfaccenda Roero Arneis 2016;87;En fruktig og god vin som tåler 4-5 år. Godt kjøp.;2016-årgang.                        Smakt  7. mars 2017;https://www.aperitif.no/pollisten/produkt/valfaccenda-roero-arneis-2016/2059511
7625501;Burg Ravensburg Riesling Trocken 2015;87;En tørr og krydret riesling som tåler 4-5 å. Meget godt kjøp.;2015-årgang.                        Smakt  7. mars 2017;https://www.aperitif.no/pollisten/produkt/burg-ravensburg-riesling-trocken-2015/2059491
7421601;Anno Uno Verdicchio dei Castelli di Jesi Classico 2016;87;En god hvitvin som tåler 6-7 år. Meget godt kjøp.;2016-årgang.                        Smakt  7. mars 2017;https://www.aperitif.no/pollisten/produkt/anno-uno-verdicchio-dei-castelli-di-jesi-classico-2016/2059400
7633801;Le Cinciole Sangiovese Rosato 2016;87;En deilig rose som tåler 2-3 år. Meget godt kjøp.;2016-årgang.                        Smakt  7. mars 2017;https://www.aperitif.no/pollisten/produkt/le-cinciole-sangiovese-rosato-2016/2059346
5493101;Bonpas Gigondas Sieur Alphonse 2012;87;En god vin som tåler 8 år. Godt kjøp.;2012-årgang.                        Smakt 14. november 2016;https://www.aperitif.no/pollisten/produkt/bonpas-gigondas-sieur-alphonse-2012/2021470
5489701;Rebels de Batea 2015;87;En veldig kul hvitvin som holder i 5-6 år. Meget godt kjøp.;2015-årgang.                        Smakt 26. september 2016;https://www.aperitif.no/pollisten/produkt/rebels-de-batea-2015/2021455
5483501;Gerovassiliou Chardonnay 2015;87;En litt eiket men rik og syrefrisk vin som tåler 8 år. Godt kjøp.;2015-årgang.                        Smakt  7. mars 2017;https://www.aperitif.no/pollisten/produkt/gerovassiliou-chardonnay-2015/2021424
5481301;Hogan Divergent 2015;87;En ung lett jordlig og lovende vin som tåler 8 år. Vel verd prisen.;2015-årgang.                        Smakt 26. september 2016;https://www.aperitif.no/pollisten/produkt/hogan-divergent-2015/2021410
5471501;Porconero Aglianico 2014;87;En herlig rødvin som tåler 4-5 år. Meget godt kjøp.;2016-årgang.                        Smakt 31. mai 2017;https://www.aperitif.no/pollisten/produkt/porconero-aglianico-2014/2021362
5454501;Herència del Padri 2012;87;En konsentrert men litt alkoholsterk vin som tåler 6-7 år. Godt kjøp.;2012-årgang.                        Smakt 26. september 2016;https://www.aperitif.no/pollisten/produkt/herencia-del-padri-2012/2021249
5486001;Route du Van Yarra Valley Chardonnay 2014;87;En kul vin som tåler 4 år. Meget godt kjøp.;2014-årgang.                        Smakt 12. august 2016;https://www.aperitif.no/pollisten/produkt/route-du-van-yarra-valley-chardonnay-2014/2020947
5439901;Carobbio Chianti Classico Riserva;87;En litt eikepreget chianti som tåler 8 år. Godt kjøp.;2013-årgang.                        Smakt 12. august 2016;https://www.aperitif.no/pollisten/produkt/carobbio-chianti-classico-riserva/2020941
5423301;Karthaüserhof Riesling Kabinett trocken 2015;87;En klassisk vin som tåler 4-5 år. Meget godt kjøp.;2015-årgang.                        Smakt 12. august 2016;https://www.aperitif.no/pollisten/produkt/karthauserhof-riesling-kabinett-trocken-2015/2020925
5434401;Dal Cero Runcata Soave Superiore 2015;87;En lett eikepreget men god soave som tåler 5-6 år. Godt kjøp.;2015-årgang.                        Smakt 12. juni 2018;https://www.aperitif.no/pollisten/produkt/dal-cero-runcata-soave-superiore-2015/2020882
6977801;Von-Oetinger Mineral Riesling Trocken 2015;87;En god riesling som tåler 4-5 år. Meget godt kjøp.;2015-årgang.                        Smakt 26. januar 2017;https://www.aperitif.no/pollisten/produkt/von-oetinger-mineral-riesling-trocken-2015/2050052
7275401;Margaux de Brane 2014;87;En god og drikkevennlig vin som tåler 5-6 år. Godt kjøp.;2014-årgang.                        Smakt 26. januar 2017;https://www.aperitif.no/pollisten/produkt/margaux-de-brane-2014/2049930
7264801;Markus Molitor Kinheimer Rosenberg Riesling Kabinett Feinherb 2015;87;En veldig artig vin som erstatter gewurztraminer i mange sammenhenger. Tåler 5-6 år. Meget godt kjøp.;2015-årgang.                        Smakt 26. januar 2017;https://www.aperitif.no/pollisten/produkt/markus-molitor-kinheimer-rosenberg-riesling-kabinett-feinherb-2015/2049864
7262701;Travaglini Coste della Sesia Nebbiolo 2015;87;En god og leskende nebbiolo med fin karakter. Tåler 3-4 år. Meget godt kjøp.;2015-årgang.                        Smakt  8. september 2017;https://www.aperitif.no/pollisten/produkt/travaglini-coste-della-sesia-nebbiolo-2015/2049785
7300301;Pietro Cassina Lessona Pidrin 2013;87;En god vin som tåler 8 år. Godt kjøp.;2013-årgang.                        Smakt 23. februar 2017;https://www.aperitif.no/pollisten/produkt/pietro-cassina-lessona-pidrin-2013/2049775
6888801;Shloss Saarfels Serriger Riesling Trocken 2015;87;En god vin som tåler 5-6 år. Godt kjøp.;2015-årgang.                        Smakt 23. februar 2017;https://www.aperitif.no/pollisten/produkt/shloss-saarfels-serriger-riesling-trocken-2015/2049774
6916701;Ch. Jean Faux 2014;87;En god og drikkeklar vin som tåler noen år til. Vel verd prisen.;2014-årgang.                        Smakt 25. mai 2017;https://www.aperitif.no/pollisten/produkt/ch-jean-faux-2014/2035261
5472201;Charles & Charles Cabernet Sauvignon Syrah 2015;87;En god vin som tåler 5-6 år. Meget godt kjøp.;2014-årgang.                        Smakt 26. september 2016;https://www.aperitif.no/pollisten/produkt/charles-charles-cabernet-sauvignon-syrah-2015/2031070
5443201;McGuigan Hunter Valley Semillon 2007;87;En god ni år gammel vin som holder 5 år til. Godt kjøp.;2007-årgang.                        Smakt 27. oktober 2016;https://www.aperitif.no/pollisten/produkt/mcguigan-hunter-valley-semillon-2007/2031048
4364601;Mount Pleasant Elizabeth Cellar Aged Semillon 2009;87;En flott 10 år gammel vin som tåler 5-6 år til. Meget godt kjøp.;2007-årgang.                        Smakt 31. mai 2017;https://www.aperitif.no/pollisten/produkt/mount-pleasant-elizabeth-cellar-aged-semillon-2009/2031002
750201;Garzón Tannat Varietal 2014;87;En vellaget vin som tåler fint 6-7 år. Meget godt kjøp.;2013-årgang.                        Smakt  1. august 2016;https://www.aperitif.no/pollisten/produkt/garzon-tannat-varietal-2014/1946113
530001;Frick Pinot Blanc 2012;87;En god vinsom tåler 4-5 år. Meget godt kjøp. ;2011-årgang.                        Smakt 25. april 2013;https://www.aperitif.no/pollisten/produkt/frick-pinot-blanc-2012/1945924
6866801;Dom. Bergeron Morgon Vieilles Vignes 2014;87;En god beaujolais som tåler 4-5 år. Meget godt kjøp.;2014-årgang.                        Smakt 26. september 2016;https://www.aperitif.no/pollisten/produkt/dom-bergeron-morgon-vieilles-vignes-2014/2031712
6866301;Delorme Crémant de Bourgogne Limited Edition;87;En god og smaksrik ikke helt tørr cremant som tåler 4 år. Meget godt kjøp.;Smakt 26. september 2016;https://www.aperitif.no/pollisten/produkt/delorme-cremant-de-bourgogne-limited-edition/2031707
6852401;Cafaggio Basilica Solatio Chianti Classico Riserva 2011;87;En elegant og lett vin som tåler 5-6 år. Verd prisen.;2011-årgang.                        Smakt 14. november 2016;https://www.aperitif.no/pollisten/produkt/cafaggio-basilica-solatio-chianti-classico-riserva-2011/2031603
6806501;Fabrizio Dionisio Castagnino Cortona Syrah 2014;87;En morsom åpen og litt naturvinpreget vin som tåler 4-5 år. Godt kjøp.;2014-årgang.                        Smakt 31. mai 2017;https://www.aperitif.no/pollisten/produkt/fabrizio-dionisio-castagnino-cortona-syrah-2014/2031383
5373601;Castel Sallegg Alto Adige Sauvignon 2015;87;En god vin som tåler 4-5 år. Meget godt kjøp.;2016-årgang.                        Smakt  7. mars 2017;https://www.aperitif.no/pollisten/produkt/castel-sallegg-alto-adige-sauvignon-2015/2011998
5373501;My Favorite Pinot Noir 2013;87;Litt tydelig eik, men kan serveres i romslige glass eller dekanteres for å dempe eikepreget. Tåler fint 5-6 år. Meget godt kjøp.;2013-årgang.                        Smakt 15. juli 2016;https://www.aperitif.no/pollisten/produkt/my-favorite-pinot-noir-2013/2011997
3997501;Ten. San Leonardo Vette Sauvignon Blanc 2015;87;En flott sauvignon blanc som tåler 2-3 år. Meget godt kjøp.;2015-årgang.                        Smakt 30. mai 2016;https://www.aperitif.no/pollisten/produkt/ten-san-leonardo-vette-sauvignon-blanc-2015/2011666
656801;Cotes du Vivarais;87;En litt vel varm og kraftig vin. Tåler 5-6. Godt kjøp.;2010-årgang.                        Smakt  1. mars 2014;https://www.aperitif.no/pollisten/produkt/cotes-du-vivarais/2007108
1278201;Elda Vino Rosso;87;En saftig og god vin. Tåler fint et par år. Vel verd prisen.;2010-årgang.                        Smakt  1. mars 2014;https://www.aperitif.no/pollisten/produkt/elda-vino-rosso/2007101
5191401;Isonzo Rive Alte Pinot Grigio Sot lis Rivis 2015;87;En god vin som tåler 4. Vel verd prisen.;2015-årgang.                        Smakt 26. mai 2016;https://www.aperitif.no/pollisten/produkt/isonzo-rive-alte-pinot-grigio-sot-lis-rivis-2015/2007072
5190801;Vernatsch Alte Reben 2015;87;En blomsterpreget rødvin som tåler 2-3 år. Godt kjøp.;2015-årgang.                        Smakt 26. mai 2016;https://www.aperitif.no/pollisten/produkt/vernatsch-alte-reben-2015/2007071
5307401;Müller-Thurgau 2015;87;En annerledes, men ikke ueffen vin som tåler 4-5 år. Godt kjøp.;2015-årgang.                        Smakt 26. mai 2016;https://www.aperitif.no/pollisten/produkt/muller-thurgau-2015/2007070
5346401;Collio Bianco Fosarin 2014;87;En god vin som tåler -6 år. Meget godt kjøp.;2014-årgang.                        Smakt 26. mai 2016;https://www.aperitif.no/pollisten/produkt/collio-bianco-fosarin-2014/2007069
5339901;Collio Ribolla Gialla 2015;87;En god hvitvin som tåler 5-6 år. Meget godt kjøp.;2015-årgang.                        Smakt 26. mai 2016;https://www.aperitif.no/pollisten/produkt/collio-ribolla-gialla-2015/2007068
5186101;Ch. Haut-Montplaisir Cahors Prestige 2011;87;En god og ungdommelig cahors som tåler 6-7 år. Meget godt kjøp.;2011-årgang.                        Smakt 26. mai 2016;https://www.aperitif.no/pollisten/produkt/ch-haut-montplaisir-cahors-prestige-2011/2007031
3972101;Pajzos T Furmint Dry 2015;87;En flott vin som tåler 6. Meget godt kjøp.;2014-årgang.                        Smakt 19. april 2016;https://www.aperitif.no/pollisten/produkt/pajzos-t-furmint-dry-2015/2003222
3968001;Cant. d'Isera Pinot Grigio 2015;87;En veldig god og fruktig pinot grigio som tåler 4. Meget godt kjøp.;2015-årgang.                        Smakt 19. april 2016;https://www.aperitif.no/pollisten/produkt/cant-d-isera-pinot-grigio-2015/2003183
3967801;Alberto Oggero Roero Arneis Valle dei Lunghi 2013;87;En annerledes men kul vin som tåler 6. Godt kjøp.;2013-årgang.                        Smakt 19. april 2016;https://www.aperitif.no/pollisten/produkt/alberto-oggero-roero-arneis-valle-dei-lunghi-2013/2003181
3961301;Element Finger Lakes Riesling 2009;87;En morsom vin som tåler 5-6 til. Godt kjøp.;2009-årgang.                        Smakt 19. april 2016;https://www.aperitif.no/pollisten/produkt/element-finger-lakes-riesling-2009/2003135
3959701;Ch. Maucoil Côtes-du-Rhône Villages 2014;87;En god og lovende vin som holder i 6-7 år. Meget godt kjøp.;2013-årgang.                        Smakt 27. oktober 2016;https://www.aperitif.no/pollisten/produkt/ch-maucoil-cotes-du-rhone-villages-2014/2003119
3926701;Ch. la Lieue Rosé 2015;87;En herlig rose som tåler 2 år. Meget godt kjøp.;2015-årgang.                        Smakt  7. mars 2017;https://www.aperitif.no/pollisten/produkt/ch-la-lieue-rose-2015/2003016
3921501;Bonnet-Huteau Les Gautronnières Muscadet Sèvre et Maine sur Lie 2016;87;En god og fast muscadet som lover veldig godt. Tåler 6-7 år. Meget godt kjøp.;2015-årgang.                        Smakt 15. august 2017;https://www.aperitif.no/pollisten/produkt/bonnet-huteau-les-gautronnieres-muscadet-sevre-et-maine-sur-lie-2016/2003001
2691601;Negro Perdaudin Roero Arneis 2015;87;En god arneis som tåler 2 år. Godt kjøp.;2015-årgang.                        Smakt 12. august 2016;https://www.aperitif.no/pollisten/produkt/negro-perdaudin-roero-arneis-2015/2020710
5444001;Gróf Buttler Egri Bikavér 2015;87;En flott jordsmonnspreget vin som tåler 6-7 år. Meget godt kjøp.;2015-årgang.                        Smakt 15. mars 2018;https://www.aperitif.no/pollisten/produkt/grof-buttler-egri-bikaver-2015/2020683
5396501;Ch. Grand'Grange Cremant de Bourgogne;87;En seriøs og vellaget cremant som tåler 3-4 år. Meget godt kjøp.;Smakt 14. november 2016;https://www.aperitif.no/pollisten/produkt/ch-grand-grange-cremant-de-bourgogne/2012182
5515701;Saladin Loï Côtes du Rhône 2014;87;En leskende og god vin som tåler 6-7 år.Meget godt kjøp.;2014-årgang.                        Smakt 12. august 2016;https://www.aperitif.no/pollisten/produkt/saladin-loi-cotes-du-rhone-2014/2020791
5520801;David-Beaupère Juliénas La Bottière 2012;87;En leskende og god vin som tåler 2-3 år. Godt kjøp.;2012-årgang.                        Smakt 12. august 2016;https://www.aperitif.no/pollisten/produkt/david-beaupere-julienas-la-bottiere-2012/2020790
5520301;Guignier Beaujolais Vauxrenard Bistère Vieilles Vignes 2014;87;En god naturvin som tåler 8 år. Godt kjøp.;2014-årgang.                        Smakt 19. desember 2017;https://www.aperitif.no/pollisten/produkt/guignier-beaujolais-vauxrenard-bistere-vieilles-vignes-2014/2020788
3903301;Pascal Jolivet Sancerre Rosé 2017;87;En fyldig og fruktig fortsatt veldig fersk rose som tåler 2-3 år. Taxfree koster den 179. Meget godt kjøp.;2017-årgang.                        Smakt 29. mai 2018;https://www.aperitif.no/pollisten/produkt/pascal-jolivet-sancerre-rose-2017/2002880
3894701;Andrian Alto Adige Pinot Noir 2014;87;En leskende og deilig vin som tåler 7. Meget godt kjøp.;2014-årgang.                        Smakt 19. april 2016;https://www.aperitif.no/pollisten/produkt/andrian-alto-adige-pinot-noir-2014/2002845
5378601;Jaboulet Parallèle 45 Côtes du Rhône Blanc 2015;87;En god munnfull som tåler 4-5 år. Megt godt kjøp.;2015-årgang.                        Smakt 12. august 2016;https://www.aperitif.no/pollisten/produkt/jaboulet-parallele-45-cotes-du-rhone-blanc-2015/2012047
2266701;Ch. Brown Lamartine 2010;87;En god vin som tåler 8.Godt kjøp.;2010-årgang.                        Smakt 30. april 2015;https://www.aperitif.no/pollisten/produkt/ch-brown-lamartine-2010/1948295
2263601;Dom. Thillardon Les Vibrations 2014;87;En fruktig og frisk vin som tåler 3-4 år. Godt kjøp.;2014-årgang.                        Smakt 12. august 2016;https://www.aperitif.no/pollisten/produkt/dom-thillardon-les-vibrations-2014/1948274
2240101;Vini Viti Vinci Bourgogne Coulanges la Vineuse 2013;87;En god vin med bra karakter. Tåler 4. Meget godt kjøp.;2013-årgang.                        Smakt 25. juni 2015;https://www.aperitif.no/pollisten/produkt/vini-viti-vinci-bourgogne-coulanges-la-vineuse-2013/1948117
2237401;Dom. de la Villaudière Pouilly-Fumé 2016;87;En god og ganske elegant pouilly-fume som tåler 4 år. Meget godt kjøp.;2015-årgang.                        Smakt 15. juli 2016;https://www.aperitif.no/pollisten/produkt/dom-de-la-villaudiere-pouilly-fume-2016/1948093
2220901;Dom. des Hâtes Petit Chablis 2013;87;En flott petit chablis som tåler fint 5. Meget godt kjøp.;2013-årgang.                        Smakt 19. juli 2015;https://www.aperitif.no/pollisten/produkt/dom-des-hates-petit-chablis-2013/1947979
2214101;Kesseler Lorch Riesling Trocken 2012;87;En god og tørr vin tåler fire. Meget godt kjøp.;2012-årgang.                        Smakt 22. april 2015;https://www.aperitif.no/pollisten/produkt/kesseler-lorch-riesling-trocken-2012/1947927
2209201;Roccafiore Montefalco Rosso 2011;87;En god og krydret vin. Holder i 5. Godt kjøp.;2011-årgang.                        Smakt 30. april 2015;https://www.aperitif.no/pollisten/produkt/roccafiore-montefalco-rosso-2011/1947886
2194701;Keller Limestone Riesling 2018;87;En kul ikke helt tørr riesling som tåler 5-6 år. Meget godt kjøp.;2018-årgang.                        Smakt  2. mars 2019;https://www.aperitif.no/pollisten/produkt/keller-limestone-riesling-2018/1947789
2175101;Paul Avril Le Petit Vin d'Avril 2013;87;En god vin som tåler 3-4 år. Godt kjøp.;Smakt  8. september 2017;https://www.aperitif.no/pollisten/produkt/paul-avril-le-petit-vin-d-avril-2013/1947730
2157001;Zorzal Gran Terroir Pinot Noir;87;En elegant og jordsmonnspreget vin som holder i 5. Meget godt kjøp.;2013-årgang.                        Smakt 18. august 2015;https://www.aperitif.no/pollisten/produkt/zorzal-gran-terroir-pinot-noir/1947670
2150001;Lafarge Bourgogne Pinot Noir 2012;87;En ganske moden men god og bløt vin. Best innen 4. Godt kjøp.;2012-årgang.                        Smakt  4. januar 2016;https://www.aperitif.no/pollisten/produkt/lafarge-bourgogne-pinot-noir-2012/1947625
2141001;Lou Dumont Bourgogne Rouge 2015;87;En god og saftig rødvin som tåler 5-6 år. Godt kjøp.;2015-årgang.                        Smakt 15. mars 2018;https://www.aperitif.no/pollisten/produkt/lou-dumont-bourgogne-rouge-2015/1947608
1970601;Marnes Blanches Pinot Noir 2013;87;En leskende og god vin, lett og frisk, tåler 4. Meget godt kjøp.;2013-årgang.                        Smakt 10. januar 2015;https://www.aperitif.no/pollisten/produkt/marnes-blanches-pinot-noir-2013/1947434
1810301;Künstler Pinot Noir Rosé Sekt Brut 2011;87;Spekemat.;Smakt 30. oktober 2014;https://www.aperitif.no/pollisten/produkt/kunstler-pinot-noir-rose-sekt-brut-2011/1947134
1810001;Markus Molitor Bernkasteler Badstube Riesling Prestige Sekt Brut 2008;87;En annerledes sekt som tåler 6-7. Vel verd prisen.;2008-årgang.                        Smakt  1. november 2015;https://www.aperitif.no/pollisten/produkt/markus-molitor-bernkasteler-badstube-riesling-prestige-sekt-brut-2008/1947131
1761001;De Antiochia Cesanese del Piglio Superiore 2012;87;En god vin, tåler fire+. Meget godt kjøp.;2012-årgang.                        Smakt 10. januar 2015;https://www.aperitif.no/pollisten/produkt/de-antiochia-cesanese-del-piglio-superiore-2012/1947086
1700901;Weing. zur Römerkelter Honigberg Kräuterwingert Riesling Trocken 2013;87;En herlig vin som tåler 4-5 år. Meget godt kjøp.;2016-årgang.                        Smakt 31. mai 2017;https://www.aperitif.no/pollisten/produkt/weing-zur-romerkelter-honigberg-krauterwingert-riesling-trocken-2013/1946978
1480001;Julian Haart Mosel Riesling 2017;87;En god og fersk vin som tåler 4-5 år. Meget godt kjøp.;2017-årgang.                        Smakt 15. mars 2018;https://www.aperitif.no/pollisten/produkt/julian-haart-mosel-riesling-2017/1946756
4890001;Dom. Alary Côtes du Rhône Villages Cairanne 2014;87;En god vin som tåler 5. Meget godt kjøp.;2014-årgang.                        Smakt 19. april 2016;https://www.aperitif.no/pollisten/produkt/dom-alary-cotes-du-rhone-villages-cairanne-2014/1948884
4770701;Ten. Rubino Jaddico Brindisi 2011;87;En god vin som tåler 8. Godt kjøp.;2011-årgang.                        Smakt 10. januar 2015;https://www.aperitif.no/pollisten/produkt/ten-rubino-jaddico-brindisi-2011/1948844
9960201;J. Biondi Santi Sassoalloro Toscana 2011;87;En litt tørr og varm men også fyldig rødvin som tåler 6-7 år. Koster 219 taxfree. Godt kjøp.;2015-årgang.                        Smakt 19. mars 2019;https://www.aperitif.no/pollisten/produkt/j-biondi-santi-sassoalloro-toscana-2011/1950130
9790701;Von Hövel Oberemmeler Riesling Kabinett Feinherb 2015;87;En god og ganske tørr feinherb som tåler 4-5 år. Meget godt kjøp.;2015-årgang.                        Smakt 31. mai 2017;https://www.aperitif.no/pollisten/produkt/von-hovel-oberemmeler-riesling-kabinett-feinherb-2015/1950018
9760601;Saladin Cotes du Rhone Loï 2009;87;En herlig vin for de neste par-tre årene. Meget godt kjøp.;2009-årgang.                        Smakt 25. august 2012;https://www.aperitif.no/pollisten/produkt/saladin-cotes-du-rhone-loi-2009/1949988
2269601;Neumeister Klassik Sauvignon Blanc 2013;87;En elegant og leskende vin som tåler tre. Meget godt kjøp.;2013-årgang.                        Smakt 30. april 2015;https://www.aperitif.no/pollisten/produkt/neumeister-klassik-sauvignon-blanc-2013/1948320
2290501;Agnes et Didier Dauvissat Chablis Premier Cru Beauroy 2014;87;En litt vel eiket chablis som tåler 8. Verd prisen.;2014-årgang.                        Smakt 19. april 2016;https://www.aperitif.no/pollisten/produkt/agnes-et-didier-dauvissat-chablis-premier-cru-beauroy-2014/1950571
9391901;Monteraponi Chianti Classico 2015;87;En flott vin som tåler 8. Godt kjøp.;2013-årgang.                        Smakt 26. februar 2016;https://www.aperitif.no/pollisten/produkt/monteraponi-chianti-classico-2015/284786
9942701;Dom. de Brau Chardonnay Roussanne 2014;87;En morsom vin som tåler 4. Meget godt kjøp.;2014-årgang.                        Smakt 22. juni 2013;https://www.aperitif.no/pollisten/produkt/dom-de-brau-chardonnay-roussanne-2014/283907
9879801;Seigneur de Fontimple Vacqueyras 2013;87;En god vin for de neste fem årene. Meget godt kjøp. (2010) ;2010-årgang.                        Smakt 23. august 2012;https://www.aperitif.no/pollisten/produkt/seigneur-de-fontimple-vacqueyras-2013/282994
9824801;Dives Cesanese del Piglio Riserva 2008;87;En lovende vin for de neste åtte årene. Meget godt kjøp. (2008) ;2008-årgang.                        Smakt 23. august 2012;https://www.aperitif.no/pollisten/produkt/dives-cesanese-del-piglio-riserva-2008/282966
9893201;Domaine de Pierre Blanche Côte-Rôtie 2010;87;En litt fruktsvak, men veldig mineralsk vin for de neste åtte. Godt kjøp. (2010) ;2010-årgang.                        Smakt 23. august 2012;https://www.aperitif.no/pollisten/produkt/domaine-de-pierre-blanche-cote-rotie-2010/282945
9951601;Vernatsch Baslan 2010;87;En særpreget men god vin for de neste fire. Verd prisen. (2010) ;2010-årgang.                        Smakt  4. september 2012;https://www.aperitif.no/pollisten/produkt/vernatsch-baslan-2010/282910
9948602;Malvasia della Lipari 2010;87;En god søtvin for de neste fire. Vel verd prisen. (2010) ;2010-årgang.                        Smakt  4. september 2012;https://www.aperitif.no/pollisten/produkt/malvasia-della-lipari-2010/282900
9949301;Schiava Nera 2011;87;En herlig vin for de neste tre. Meget godt kjøp. (2011) ;2011-årgang.                        Smakt  4. september 2012;https://www.aperitif.no/pollisten/produkt/schiava-nera-2011/282896
9949701;Nosiola Dolomiti 2010;87;En god vin for de neste fire. Godt kjøp. (2010) ;2010-årgang.                        Smakt  4. september 2012;https://www.aperitif.no/pollisten/produkt/nosiola-dolomiti-2010/282892
8104101;Langhe Freisa Neri Sori 2009;87;En god vin for de neste fem. Vel verd prisen. (2009) ;2009-årgang.                        Smakt  4. september 2012;https://www.aperitif.no/pollisten/produkt/langhe-freisa-neri-sori-2009/282889
9948501;Salina Rosso 2011;87;En god og rik vin med mye sødme fra moden frukt. Tåler fint fem år. Meget godt kjøp. (2011) ;2011-årgang.                        Smakt  4. september 2012;https://www.aperitif.no/pollisten/produkt/salina-rosso-2011/282888
8101001;Blaterle 2010;87;En god vin for de neste fem årene. Vel verd prisen. (2010) ;2010-årgang.                        Smakt  4. september 2012;https://www.aperitif.no/pollisten/produkt/blaterle-2010/282880
9989901;Dolcetto Dogliani Papa Celso 2011;87;En ganske sødmepreget dolcetto for de neste fire. Godt kjøp. (2011) ;2011-årgang.                        Smakt  4. september 2012;https://www.aperitif.no/pollisten/produkt/dolcetto-dogliani-papa-celso-2011/282878
9859601;Nominé-Renard Brut;87;En deilig champagne til en veldig god pris. Tåler fint fire år. Meget godt kjøp.  ;Smakt  1. august 2012;https://www.aperitif.no/pollisten/produkt/nomine-renard-brut/281401
9793301;Brisebarre Vouvray Grande Réserve Moelleux 2009;87;En lovende vin for de neste 15 årene. Meget godt kjøp. (2009) ;2009-årgang.                        Smakt 28. juni 2012;https://www.aperitif.no/pollisten/produkt/brisebarre-vouvray-grande-reserve-moelleux-2009/279630
9845201;Bourgogne Aligote 2010;87;En god og konsentrert vin for de neste fire årene. Godt kjøp. (2010) ;2010-årgang.                        Smakt  5. juni 2012;https://www.aperitif.no/pollisten/produkt/bourgogne-aligote-2010/278158
9064801;Vylyan Pinot Noir 2008;87;En elegant pinot noir for de neste tre-fire år. Meget godt kjøp. (2008) ;2008-årgang.                        Smakt 10. juni 2011;https://www.aperitif.no/pollisten/produkt/vylyan-pinot-noir-2008/277853
9673801;Maximin Grünhaüser Rsl Qba Feinherb 2012;87;En flott vin. Tåler fint fire år. Meget godt kjøp. (2012) ;Smakt 28. oktober 2013;https://www.aperitif.no/pollisten/produkt/maximin-grunhauser-rsl-qba-feinherb-2012/275689
6768101;Bruna Rossese 2010;87;En svært elegant og delikat italiener, nærmest som en italiensk burgunder. Tåler fint to-tre år. Meget godt kjøp. (2010) (01.03.11 & 14.03.12);2010-årgang.                        Smakt 24. juni 2015;https://www.aperitif.no/pollisten/produkt/bruna-rossese-2010/275000
6768201;Bruna Bansigu 2010;87;En god vin for de neste tre årene. Meget godt kjøp. (2010) ;Smakt 14. mars 2012;https://www.aperitif.no/pollisten/produkt/bruna-bansigu-2010/274999
9622201;Verum Malbec 2012;87;En god argentinsk malbec for de neste fem årene. Godt kjøp. (2010) ;2010-årgang.                        Smakt 23. januar 2012;https://www.aperitif.no/pollisten/produkt/verum-malbec-2012/272195
9211601;Trinchero Barbera d'Asti Superiore 2010;87;En flott vin for de neste fire årene. Meget godt kjøp. (2007) ;Smakt 10. januar 2013;https://www.aperitif.no/pollisten/produkt/trinchero-barbera-d-asti-superiore-2010/269500
9541701;Benoit Badoz Jura Trousseau 2010;87;En deilig vin med god karakter for de neste fire årene. Meget godt kjøp. (2010) ;2010-årgang.                        Smakt  5. januar 2012;https://www.aperitif.no/pollisten/produkt/benoit-badoz-jura-trousseau-2010/268606
9566901;Matetic Corralillo Syrah 2010;87;En fast og god vin som tåler fint fem år. Meget godt kjøp. (2010) ;2010-årgang.                        Smakt  5. januar 2012;https://www.aperitif.no/pollisten/produkt/matetic-corralillo-syrah-2010/268596
9463201;Mansard Brut;87;En god og fruktig champagne for de neste tre årene. Meget godt kjøp. 87 p  ;Smakt 28. november 2011;https://www.aperitif.no/pollisten/produkt/mansard-brut/265535
9457101;La Parrina Ansonica 2010;87;En god og karakterfull hvitvin for de neste fire årene. Godt kjøp. 87 p (2010) (Ukens vin - 14.12.11);2010-årgang.                        Smakt 24. juni 2015;https://www.aperitif.no/pollisten/produkt/la-parrina-ansonica-2010/263067
9449801;Ch La Louviere Rouge 1989;87;En flott moden vin for de neste fem årene. Meget godt kjøp. (1989) ;1989-årgang.                        Smakt  8. november 2011;https://www.aperitif.no/pollisten/produkt/ch-la-louviere-rouge-1989/257044
9452201;Bellivière Prémices Jasnières 2009;87;En noe sødmefylt vinstil som tåler fint fem-seks år til. Meget godt kjøp. (2009) ;2009-årgang.                        Smakt 27. oktober 2011;https://www.aperitif.no/pollisten/produkt/belliviere-premices-jasnieres-2009/256725
9449501;Margan Verdelho 2010;87;En flott hvit australier for de neste fem årene. Meget godt kjøp. (2010) ;2010-årgang.                        Smakt 27. oktober 2011;https://www.aperitif.no/pollisten/produkt/margan-verdelho-2010/256723
